iter	RMSE
397	578.7161789
398	578.3974523
399	578.1452167
400	577.9399526
401	577.8076391
402	577.5709891
403	577.3220536
404	577.0021597
405	576.9182027
406	576.69324
407	576.5484105
408	576.1156603
409	576.0826762
410	576.0240625
411	575.9817296
412	575.500998
413	575.3825534
414	575.2727189
415	575.2577413
416	575.1442647
417	574.8924756
418	574.5811087
419	574.4061657
420	574.0441407
421	573.8063758
422	573.4143078
423	572.6678094
424	572.5263953
425	571.9728626
426	571.9178768
427	571.6743053
428	571.5792413
429	571.5273124
430	571.4272609
431	571.2913737
432	570.931062
433	570.7490925
434	570.6663974
435	570.4856336
436	570.4413063
437	570.1370411
438	570.071167
439	569.814205
440	569.6685089
441	569.5006667
442	569.4541747
443	569.1971009
444	569.0180335
445	568.6677495
446	568.3007296
447	568.1992899
448	568.0075548
449	567.9378058
450	567.5842166
451	567.5162297
452	566.9459334
453	566.6441661
454	566.5479254
455	566.4128332
456	566.1355944
457	566.0249626
458	566.0015405
459	565.8301547
460	565.6144643
461	565.4100418
462	565.0846546
463	564.7983811
464	564.663395
465	564.5908607
466	564.4728306
467	564.3067151
468	564.0243312
469	563.5518997
470	563.4436741
471	563.4156632
472	563.2162998
473	562.9339047
474	562.6585081
475	562.6097091
476	562.5074584
477	562.3762833
478	562.2114543
479	562.1890743
480	561.7340346
481	561.5552795
482	561.3243379
483	561.1451625
484	560.9965527
485	560.7956208
486	560.6054032
487	559.5457968
488	559.1541163
489	559.0878084
490	558.8248657
491	558.7283331
492	558.5781774
493	558.2204638
494	557.8342257
495	557.6554116
496	557.5625072
497	557.3891854
498	557.0595231
499	556.9106924
500	556.8566988
501	556.5081208
502	556.4207744
503	556.1312767
504	556.0924199
505	556.0615304
506	556.0304539
507	555.6769408
508	555.621893
509	555.548942
510	555.4737554
511	555.403194
512	555.2725667
513	554.9578944
514	554.7372353
515	554.7050572
516	554.6410837
517	554.4389854
518	554.1749538
519	553.8979484
520	553.8070061
521	553.5717276
522	553.5529807
523	553.4469187
524	553.3106001
525	553.0710745
526	552.9963816
527	552.812972
528	552.7138665
529	552.587688
530	552.2727245
531	552.2489257
532	552.1607445
533	552.1151534
534	552.05828
535	552.0161225
536	551.9372663
537	551.7218189
538	551.5738893
539	551.4103427
540	551.1008126
541	550.9495075
542	550.908321
543	550.8202781
544	550.5481883
545	550.5241199
546	550.5005378
547	550.3678837
548	550.2029677
549	550.0368116
550	549.8225983
551	549.8083381
552	549.6979393
553	549.3488465
554	549.1157041
555	548.766124
556	548.6278607
557	548.4971547
558	548.2972143
559	548.1038251
560	547.9518569
561	547.8204644
562	547.7096156
563	547.5209813
564	547.4801253
565	547.305984
566	547.1163702
567	546.6977162
568	546.6660987
569	546.4274113
570	546.4047962
571	546.0316385
572	546.0104273
573	545.8430878
574	545.654668
575	545.6031583
576	545.4840292
577	545.4562759
578	545.3255024
579	545.025585
580	544.9329004
581	544.871474
582	544.7154409
583	544.6563534
584	544.6101106
585	544.3716828
586	544.3107562
587	544.20291
588	544.1411111
589	544.1120175
590	544.0674006
591	544.041054
592	543.9429481
593	543.8959798
594	543.6302416
595	543.6137303
596	543.5569593
597	543.5234302
598	543.4431127
599	543.2287968
600	543.0000467
601	542.8131707
602	542.6076994
603	542.569761
604	542.3684223
605	542.1676059
606	542.1378821
607	541.9036622
608	541.8580746
609	541.5741203
610	541.2871648
611	541.035933
612	540.8815986
613	540.8354851
614	540.8126431
615	540.7803877
616	540.6800418
617	540.5002896
618	540.297921
619	539.9205571
620	539.8657146
621	539.7081522
622	539.6795914
623	539.6019553
624	539.5683972
625	539.5344891
626	539.5326673
627	539.4780628
628	539.3935431
629	539.3014174
630	539.2829539
631	539.2750779
632	539.1595867
633	538.9126084
634	538.8687748
635	538.6239137
636	538.4988383
637	538.4222908
638	538.4154109
639	538.2527851
640	538.0757525
641	537.7858673
642	537.7793536
643	537.7640675
644	537.7412181
645	537.7039069
646	537.6845751
647	537.6508892
648	537.4890888
649	537.2947694
650	537.2504472
651	537.0181447
652	536.7296446
653	536.5803551
654	536.4777047
655	536.0925626
656	535.9797557
657	535.8529549
658	535.7827958
659	535.5591455
660	535.2466449
661	535.1198803
662	535.0287014
663	534.9743544
664	534.9239621
665	534.5305356
666	534.4940476
667	534.2600485
668	534.2066447
669	533.951356
670	533.8854198
671	533.8294797
672	533.6878573
673	533.6206489
674	533.5631383
675	533.2521113
676	533.1993
677	533.1673921
678	533.0767589
679	532.9215678
680	532.8551642
681	532.8100942
682	532.562224
683	532.3890919
684	532.3492113
685	532.3436533
686	532.2865768
687	532.2603485
688	532.0704758
689	531.8395539
690	531.6609257
691	531.6444815
692	531.5269187
693	531.503612
694	531.3009196
695	531.2999036
696	531.2847877
697	530.9550805
698	530.9495858
699	530.7572196
700	530.673987
701	530.6610338
702	530.6114244
703	530.5425945
704	530.5168079
705	530.3817651
706	530.0513285
707	529.8556233
708	529.6755697
709	529.6089576
710	529.538743
711	529.4490729
712	529.3647717
713	529.2765647
714	529.1873571
715	529.149423
716	529.1090231
717	528.9041364
718	528.8694539
719	528.7518731
720	528.7042324
721	528.6534601
722	528.5172991
723	528.4119953
724	528.2656553
725	528.1245577
726	528.0594091
727	527.8352749
728	527.6939211
729	527.6122171
730	527.5256401
731	527.3362544
732	527.3154188
733	526.9672553
734	526.7982798
735	526.58474
736	526.528919
737	526.4235425
738	526.2352554
739	525.971248
740	525.9340987
741	525.8647069
742	525.8076563
743	525.7871328
744	525.7731751
745	525.7588092
746	525.6876753
747	525.6141834
748	525.4076175
749	525.3673214
750	525.1681175
751	525.1472878
752	525.1035407
753	525.1008845
754	525.0581163
755	524.8575087
756	524.7936408
757	524.7310567
758	524.7091371
759	524.652285
760	524.6474502
761	524.4207581
762	524.1865344
763	524.1210818
764	524.1202095
765	524.0356171
766	523.9827166
767	523.8637695
768	523.846233
769	523.7602313
770	523.6026712
771	523.5481813
772	523.5188879
773	523.4712837
774	523.3924933
775	523.3602554
776	523.1787257
777	523.096257
778	522.9468304
779	522.8835729
780	522.7512186
781	522.5001485
782	522.43853
783	522.3117583
784	522.2950509
785	522.1986362
786	522.1158989
787	521.9208999
788	521.7755337
789	521.6249407
790	521.5702408
791	521.4361671
792	521.2781953
793	521.2143591
794	521.1865317
795	520.9650255
796	520.9182291
797	520.8913301
798	520.8574757
799	520.8566
800	520.5600149
801	520.494732
802	520.4447663
803	520.3428914
804	520.3121942
805	520.2496184
806	520.2287431
807	520.1096865
808	519.8210146
809	519.8064338
810	519.4967388
811	519.4283882
812	519.4035144
813	519.2164202
814	518.9208993
815	518.7890311
816	518.7420401
817	518.523104
818	518.4658331
819	518.4474732
820	518.4106466
821	518.2512987
822	518.2087808
823	518.1579247
824	518.1245616
825	518.0490871
826	518.0013364
827	517.851243
828	517.8315247
829	517.7621198
830	517.7226704
831	517.5279793
832	517.4538809
833	517.4363337
834	517.3748435
835	517.3220704
836	517.1926193
837	517.1454723
838	516.8796792
839	516.8557718
840	516.8331061
841	516.8057832
842	516.6738352
843	516.4526756
844	516.3025573
845	516.1085422
846	515.8195028
847	515.7838151
848	515.5032142
849	515.4517264
850	515.4362247
851	515.1691415
852	515.1435463
853	515.1224931
854	515.0354264
855	514.9322203
856	514.7990475
857	514.5211427
858	514.3708394
859	514.333717
860	514.0172957
861	513.9650232
862	513.6205924
863	513.5865251
864	513.4862574
865	513.4211945
866	513.3746112
867	513.3552707
868	513.312601
869	513.2516975
870	513.0697203
871	513.0214224
872	513.014552
873	512.9867705
874	512.9281024
875	512.9023173
876	512.8841546
877	512.7211833
878	512.6907124
879	512.6893234
880	512.6809385
881	512.5771634
882	512.5479828
883	512.4768442
884	512.1707555
885	512.1520671
886	512.0899554
887	511.8204091
888	511.8066018
889	511.5594921
890	511.3418855
891	511.3070559
892	511.1625395
893	511.0483681
894	511.0048303
895	510.9953136
896	510.9226938
897	510.6571821
898	510.4245503
899	510.3000189
900	510.2238175
901	510.2142601
902	510.0895868
903	509.9218577
904	509.6094446
905	509.5687109
906	509.3386429
907	509.0612185
908	509.0089771
909	508.9539586
910	508.8980026
911	508.8800287
912	508.7310381
913	508.5926167
914	508.5266017
915	508.422207
916	508.283234
917	508.2180408
918	508.2174478
919	508.0744661
920	508.0264085
921	508.0257312
922	507.9068508
923	507.710034
924	507.6890979
925	507.595131
926	507.5679901
927	507.540436
928	507.5124428
929	507.5038604
930	507.4873597
931	507.359755
932	507.3215416
933	507.1514026
934	507.0993698
935	507.0538913
936	507.0413535
937	506.980593
938	506.829649
939	506.7135776
940	506.7124046
941	506.6966505
942	506.6676564
943	506.413951
944	506.3857305
945	506.2986007
946	506.1822176
947	506.0239064
948	505.8508803
949	505.8316831
950	505.8080429
951	505.7722201
952	505.6575958
953	505.5133593
954	505.480526
955	505.4660781
956	505.4365345
957	505.4225987
958	505.2177556
959	505.1700077
960	505.1456044
961	505.1209754
962	504.9693109
963	504.812771
964	504.799871
965	504.6420051
966	504.5799135
967	504.3618237
968	504.2426301
969	504.1859653
970	504.0791928
971	504.0145081
972	503.9752267
973	503.9456851
974	503.7160285
975	503.6268032
976	503.5694364
977	503.5345018
978	503.5063058
979	503.4576187
980	503.404673
981	503.2406364
982	503.1803809
983	503.0989018
984	503.0745471
985	502.9185921
986	502.8873959
987	502.8795554
988	502.8493359
989	502.8344804
990	502.7713259
991	502.7089356
992	502.5745212
993	502.5676977
994	502.4255493
995	502.3415377
996	502.3092755
997	502.292836
998	502.2782648
999	502.1784436
